brand,model,serie,reference,watch_type,second_watch_type,url,price_usd,msrp_eur,launch_price_eur,availability,quantity_produced,limited_edition_name,launch_date,case_material,bottom_case_material,diameter_mm,thickness_with_crystal_mm,thickness_without_crystal_mm,lug_to_lug_mm,case_shape,case_coating_pvd_dlc,case_finishing,drill_lugs_on_case,dial_color,dial_material,dial_type,dial_pattern,indices_type,hands_types,full_lume,lume_1,lume_2,color_match_date_wheel,movement,winding,power_reserve_hour,mph,hacking,manual_winding,complication_chronograph,complication_date,complication_dual_time,complication_flying_tourbillon,complication_gmt,complication_jump_hour,complication_power_reserve,complication_small_second,complication_sub_24_hour,complication_sub_second,complication_2nd_bezel_timezone,complication_moonphase,complication_world_time_zone,complication_alarm,complication_chronoscope,crystal_material,crystal_type_shape,inner_coating,outside_coating,bezel_insert_material,external_bezel_material,bezel_type,uni_bi_direction_bezel,number_of_clicks,internal_bezel,main_crown_type,other_crowns_function,strap_1_material,strap_2_material,strap_3_material,width_mm,bracelet_tapper_to_clasp_mm,bracelet_type,bracelet_links_type,bracelet_finishing,strap_bracelet_attachment_system,clasp_type,clasp_material,waterproofing_meters,warranty_year,brand_country,made_in,assembled_in,country,waterproofing,specific_info_from_brand,main_image,brand_website
Aquatico,Sea Star,Bronze - Bronze Bezel,Blue Dial,Diver,No,https://www.extropian.co/watches/aquatico-sea-star-bronze-bronze-bezel-blue-dial,359,,,Yes,88,No,-,Bronze,316L Stainless Steel,42,-,14,50,Round,No,Brushed,Yes,Blue,-,Plain,Sunburst,Applied,Snowflake,No,BGW9,No,No,Seiko NH35A,Automatic,41,21.600 / 3Hz / 6 Movements Per Second,Yes,Yes,No,Date,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Boxed Flat,Yes,No,Bronze,Bronze,Dive Count-Up (60mn),Uni,120,No,Screwdown,No,Leather,No,No,22,-,-,-,-,Spring-bars,Pin Buckle,Bronze,300,1,Hong Kong,-,-,Hong Kong,300,-,https://extropian.b-cdn.net/data/brand_images/aquatico-bronze-bronze-bezel-sea-star--copy-black-dial-U3OD?optimizer=image&quality=100,https://www.aquaticowatch.com
Baltic Watches,Hermétique,Tourer,Blue,Field,No,https://www.extropian.co/watches/baltic-watches-herm-tique-tourer-blue,605,550,,Yes,-,No,-,316L Stainless Steel,316L Stainless Steel,37,10.8,8.3,46,Round,No,Brushed & Polished,Yes,Blue,-,Plain,Matte,Applied,Syringe,No,-,No,No,Miyota 9039,Automatic,42,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Boxed Double Domed,-,No,No (Fixed),316L Stainless Steel,Fixed,Fixed,-,No,-,No,Rubber (Tropic),No,No,20,-,-,-,-,Quick Release Spring-bars,Pin Buckle,316L Stainless Steel,150,2,France,-,France,France,150,-,https://extropian.b-cdn.net/data/brand_images/baltic-watches-tourer-hermetique-blue-MxNz?optimizer=image&quality=100,https://baltic-watches.com/en
Boldr,Odyssey,45,Reef Green,Diver,No,https://www.extropian.co/watches/boldr-odyssey-45-reef-green,649,,,Yes,200,No,-,316L Stainless Steel,316L Stainless Steel,45.5,16.2,-,52,Round,No,Brushed,No,Green,-,Sector,Textured,Applied,-,No,-,-,No,Miyota 9015,Automatic,42,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,Date,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Double Domed,Yes,No,Sapphire,316L Stainless Steel,Dive Count-Up (60mn),Uni,120,No,Screwdown,Chronograph,316L Stainless Steel,No,No,22,-,-,-,Brushed,Quick Release Spring-bars,-,316L Stainless Steel,500,2.5,Singapore,-,-,Singapore,500,Helium Escape Valve,https://extropian.b-cdn.net/data/brand_images/Boldr-Odyssey-45-Reef Green-8ab8?optimizer=image&quality=100,https://www.boldrsupply.co
Anordain,Model 1,Sellita SW210 (hand wound) - Medium,Parisian Blue,Dress,No,https://www.extropian.co/watches/anordain-model-1-sellita-sw210-hand-wound-medium-parisian-blue,1750,,,Out of Stock,-,No,-,316L Stainless Steel,316L Stainless Steel,38,11,-,46,Round,No,Polished,No,Blue,Copper,Plain,Enamel,Painted,Custom,No,-,No,No,Sellita SW210-1,Handwind,42,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,-,Yes,No,No (Fixed),316L Stainless Steel,Fixed,Fixed,-,No,Push / Pull,No,Leather,No,No,18,-,-,-,-,Spring-bars,Pin Buckle,316L Stainless Steel,50,5,Scotland,-,Scotland,Scotland,50,-,https://extropian.b-cdn.net/data/brand_images/Anordain-Model 1-Sellita SW210 (hand wound) - Medium-Parisian Blue-0ecd?optimizer=image&quality=100,https://anordain.com
Boldr,Venture,Automatic,Navy Blue,Field,No,https://www.extropian.co/watches/boldr-venture-automatic-navy-blue,299,,,Sold Out,-,No,-,Titanium,Titanium,38,12,12,44,Round,No,-,Yes,Blue,-,-,Matte,Painted,-,No,-,No,No,Seiko NH35A,Automatic,41,21.600 / 3Hz / 6 Movements Per Second,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Flat,Yes,No,No (Fixed),Titanium,Fixed,Fixed,-,No,Screwdown,No,Nylon (NATO Style),No,No,20,-,-,-,-,Spring-bars,Pin Buckle,Titanium,200,2.5,Singapore,-,-,Singapore,200,-,https://extropian.b-cdn.net/data/brand_images/Boldr-Venture-Automatic-Black Dawn-d4c1?optimizer=image&quality=100,https://www.boldrsupply.co
Astor Banks,Fortitude,Lite,Peach,Sport,No,https://www.extropian.co/watches/astor-banks-fortitude-lite-peach,625,,,Sold Out,-,No,-,316L Stainless Steel,316L Stainless Steel,38.5,11,-,45.5,Round,No,Brushed & Polished,Yes,Salmon,-,Sector,-,Applied,-,No,BGW9,No,No,Miyota 9039,Automatic,42,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Flat,Yes,No,No (Fixed),316L Stainless Steel,Fixed,Fixed,-,No,Screwdown,No,316L Stainless Steel,No,No,20,16,-,Screws,Brushed & Polished,Spring-bars,Fliplock Deployant Micro Adjust,316L Stainless Steel,200,5,USA,-,USA,USA,200,-,https://extropian.b-cdn.net/data/brand_images/astor-banks-lite-fortitude-peach-YwND?optimizer=image&quality=100,https://astorandbanks.com
Bravur Watches,BW003,Automatic,Silver dial,Dress,No,https://www.extropian.co/watches/bravur-watches-bw003-automatic-silver-dial,1350,,,Yes,-,No,-,316L Stainless Steel,316L Stainless Steel & Sapphire,39,10.1,-,44.5,Round,No,-,No,Silver,-,Plain,Sunburst,Applied,Skeleton,No,C1 SL,No,No,Sellita SW300-1,Automatic,42,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,Date,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Domed,Yes,No,No (Fixed),316L Stainless Steel,Fixed,Fixed,-,No,Push / Pull,No,Leather,No,No,20,-,-,-,-,Quick Release Spring-bars,Pin Buckle,316L Stainless Steel,50,2,Sweden,Sweden,Sweden,Sweden,50,-,https://extropian.b-cdn.net/data/brand_images/Bravur Watches-BW003 watch- Silver dial-All---kqwY?optimizer=image&quality=100,https://bravurwatches.com
Deep Blue,Ocean Diver,Swiss Automatic,White & Yellow ceramic bezel - Black & Yellow dial Steel Bracelet,Diver,No,https://www.extropian.co/watches/deep-blue-ocean-diver-swiss-automatic-white-yellow-ceramic-bezel-black-yellow-dial-steel-bracelet,899,,,Yes,-,-,-,316L Stainless Steel,Sapphire,44,15,15,-,Round,No,No,No,Black,-,-,-,Applied,Plongeur,No,No,No,No,Ronda R150,Automatic,40,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,Date,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,-,Yes,No,Ceramic,Ceramic,Dive Count-Up (60mn),Uni,120,No,Screwdown,No,316L Stainless Steel,No,No,22,-,Oyster Type,Pin and Collar,-,Screws,Deployant Diver Extension,316L Stainless Steel,500,1,USA,-,USA,USA,500,-,https://extropian.b-cdn.net/data/brand_images/Deep Blue---All---gcEF?optimizer=image&quality=100,https://deepbluewatches.com
Farer,Pilot,Automatic,Bradfield Blue,Pilot,No,https://www.extropian.co/watches/farer-pilot-automatic-bradfield-blue,805,,,Yes,-,No,2024-06-27,316L Stainless Steel,316L Stainless Steel,39.5,12.5,11.5,45,Round,No,Brushed & Polished,No,Blue,-,Sector,Matte,Raised,Alpha,No,-,No,No,Sellita SW200-1 Elaboré,Automatic,41,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Domed,Yes,Yes,No (Fixed),316L Stainless Steel,Fixed,Fixed,-,No,-,No,316L Stainless Steel,No,No,20,-,Milanese,-,-,-,-,316L Stainless Steel,50,5,UK,Switzerland,Switzerland,UK,50,-,https://extropian.b-cdn.net/data/brand_images/farer-automatic-pilot--copy-bradfield-k0Mz?optimizer=image&quality=100,https://farer.com
Deep Blue,Pro Sea Diver 45mm,Automatic,Black ceramic bezel - Dark blue dial,Diver,No,https://www.extropian.co/watches/deep-blue-pro-sea-diver-45mm-automatic-black-ceramic-bezel-dark-blue-dial,599,,,Yes,-,-,-,316L Stainless Steel,316L Stainless Steel,45,15,15,-,Cushion,No,No,No,Blue,Enamel,Plain,-,Painted,Plongeur,No,C1,No,Yes,Seiko NH36A,Automatic,40,21.600 / 3Hz / 6 Movements Per Second,Yes,Yes,No,Day Date,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,-,Yes,No,Ceramic,Ceramic,Dive Count-Up (60mn),Uni,120,No,Screwdown,No,316L Stainless Steel,No,No,24,-,Oyster Type,Pin and Collar,-,Screws,Deployant Diver Extension,316L Stainless Steel,1000,1,USA,-,-,USA,1000,-,https://extropian.b-cdn.net/data/brand_images/deep-blue-automatic-pro-sea-diver-45mm--copy-black-ceramic-bezel-light-blue-dial-k1MD?optimizer=image&quality=100,https://deepbluewatches.com
Bravur Watches,Scandinavia,Automatic,Jet Black,Dress,No,https://www.extropian.co/watches/bravur-watches-scandinavia-automatic-jet-black,995,,,Yes,-,No,-,316L Stainless Steel,316L Stainless Steel,39,10.1,-,44.5,Round,No,Brushed & Polished,No,Black,-,Plain,Glossy,Applied,Skeleton,No,-,No,Yes,Sellita SW300-1,Automatic,42,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,Date,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Domed,Yes,No,No (Fixed),316L Stainless Steel,Fixed,Fixed,-,No,Push / Pull,No,Leather,No,No,20,-,-,-,-,Quick Release Spring-bars,Pin Buckle,316L Stainless Steel,50,2,Sweden,Sweden,Sweden,Sweden,50,-,https://extropian.b-cdn.net/data/brand_images/bravur-watches-all-bravur-watches-geography-limited-edition-Q1MT?optimizer=image&quality=100,https://bravurwatches.com
Christopher Ward,C1 Bel Canto,Automatic,Nero Camel Vacona Leather,-,-,https://www.extropian.co/watches/christopher-ward-c1-bel-canto-automatic-nero-camel-vacona-leather,4095,,,Yes,-,-,-,Titanium,-,41,13,-,48,Cushion,-,Brushed & Polished,No,Black,-,-,Sunburst,Applied,Baton,Yes,C1 X1,No,No,Christopher Ward Calibre FS01,Automatic,38,28.800 / 4Hz / 8 Movements Per Second,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Domed,Yes,No,No (Fixed),No,Fixed,Fixed,-,No,Push / Pull,No,Leather,No,No,-,-,-,-,-,Quick Release Spring-bars,-,-,30,5,UK,Switzerland,Switzerland,UK,30,-,https://extropian.b-cdn.net/data/brand_images/Christopher Ward-C1-All---R3SQ?optimizer=image&quality=100,https://www.christopherward.com/home
Deep Blue,Daynight PC Tritium 44mm,Diver Automatic,Stealth Bezel - Black stealth Dial - Blue & Yellow tubes,Diver,No,https://www.extropian.co/watches/deep-blue-daynight-pc-tritium-44mm-diver-automatic-stealth-bezel-black-stealth-dial-blue-yellow-tubes,349,,,Yes,-,-,-,Carbon Fiber,-,44,14,14,51,Cushion,No,No,No,Black,-,Plain,-,Painted,Pencil,No,Tritium Tube,No,No,Seiko NH35A,Automatic,41,21.600 / 3Hz / 6 Movements Per Second,Yes,Yes,No,Date,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,-,Yes,No,-,Carbon Fiber,Dive Count-Up (60mn),Uni,60,-,Push / Pull,No,Nylon (NATO Style),No,No,-,-,-,-,-,Screws,-,-,200,1,USA,-,-,USA,200,-,https://extropian.b-cdn.net/data/brand_images/deep-blue-diver-automatic-daynight-pc-tritium-44mm--copy-stealth-bezel-black-white-dial-green-orange-tubes-k3OD?optimizer=image&quality=100,https://deepbluewatches.com
Farer,Moonphase,All,Eddington,Dress,No,https://www.extropian.co/watches/farer-moonphase-all-eddington,1605,,,Yes,-,No,2024-04-11,316L Stainless Steel,316L Stainless Steel & Sapphire,38.5,10.5,-,43.8,Cushion,No,Brushed & Polished,No,Salmon,-,Plain,Brushed,Applied,Alpha,No,-,No,Yes,Sellita SW288-1,Handwind,45,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,Date,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Sapphire,-,Yes,No,No (Fixed),316L Stainless Steel,Fixed,Fixed,-,No,Push / Pull,No,316L Stainless Steel,No,No,20,-,Milanese,-,Polished,-,-,316L Stainless Steel,50,5,UK,Switzerland,Switzerland,UK,50,,https://extropian.b-cdn.net/data/brand_images/farer-all-moonphase-baily-A4Nz?optimizer=image&quality=100,https://farer.com
Carpenter,M7 BROOKLYN FIELD,All,-,-,-,https://www.extropian.co/watches/carpenter-m7-brooklyn-field-all,615,,,Out of Stock,100,-,-,316L Stainless Steel,Sapphire,-,-,-,-,-,-,-,-,Cream,-,-,Matte,-,-,Yes,C3,-,-,MIYOTA 821A,Automatic,-,-,-,Yes,-,Date,-,-,-,-,-,-,-,-,-,-,-,-,-,Sapphire,Double Domed,-,-,-,-,-,-,-,-,-,-,Leather,-,-,-,-,-,-,-,-,-,-,50,-,-,-,-,-,50,-,https://extropian.b-cdn.net/data/brand_images/Carpenter-M7 BROOKLYN FIELD-All---I82N?optimizer=image&quality=100,https://carpenterwatches.com
Christopher Ward,C12 The Twelve,(Ti) Automatic 40 mm,Astral Blue Titanium Bracelet,Sport,No,https://www.extropian.co/watches/christopher-ward-c12-the-twelve-ti-automatic-40-mm-astral-blue-titanium-bracelet,1595,,,Pre-Order,-,-,-,Titanium,316L Stainless Steel & Sapphire,40,8.95,8.95,44.5,Cushion,No,Brushed & Polished & Sandblasted,No,Blue,-,Plain,-,Applied,Alpha,No,C1,No,Yes,Sellita SW300-1,Automatic,56,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,Date,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,-,Yes,No,No (Fixed),No,Fixed,Fixed,-,No,Screwdown,No,Titanium,No,No,25,-,-,-,-,Quick Release Spring-bars,-,-,100,5,UK,Switzerland,Switzerland,UK,100,-,https://extropian.b-cdn.net/data/brand_images/Christopher Ward-C12-All---QERo?optimizer=image&quality=100,https://www.christopherward.com/home
Dan Henry,1963 Pilot Chronograph,II,Blue Steel (40mm Date),Pilot Chronograph,No,https://www.extropian.co/watches/dan-henry-1963-pilot-chronograph-ii-blue-steel-40mm-date,280,,,Yes,1963,No,-,316L Stainless Steel,316L Stainless Steel,40,14.2,-,46.8,Round,No,Brushed & Polished,No,Blue,-,Sandwich,Sunburst,Cut In,-,No,-,No,No,Seiko Meca-quartz VK63,Quartz,-,32MHz (Quartz),-,No,Flyback,Date,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Sapphire,Double Domed,-,-,Stainless Steel,316L Stainless Steel,12-Hour,-,-,No,-,Chronograph,Leather,No,No,20,-,-,-,-,Quick Release Spring-bars,Pin Buckle,316L Stainless Steel,50,1,USA,-,-,USA,50,-,https://extropian.b-cdn.net/data/brand_images/Dan Henry-1963 Pilot Chronograph-II-Blue Steel (40mm Date)-72eb?optimizer=image&quality=100,https://danhenrywatches.com/?lang
Dufrane,Littlefield,GMT,Texas Edition,GMT,No,https://www.extropian.co/watches/dufrane-littlefield-gmt-texas-edition,1299,,,Yes,50,No,-,316L Stainless Steel,316L Stainless Steel & Sapphire,39,12,-,47,Round,Scratch-Resistant,Brushed & Polished,No,Blue,-,Plain,Sunburst,Painted,Syringe,No,C3 SL,No,Yes,Sellita SW330-1 Top Grade,Automatic,42,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,Date,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Sapphire,Domed,Yes,No,316L Stainless Steel,316L Stainless Steel,GMT / World Time (24h),Bi,120,No,Screwdown,No,316L Stainless Steel,Leather,No,20,-,Oyster Type,-,Brushed & Polished,Quick Release Spring-bars,Deployant Double Pushers Quick Adjust,316L Stainless Steel,100,2,USA,Switzerland,Switzerland,USA,100,-,https://extropian.b-cdn.net/data/brand_images/dufrane-gmt-littlefield-texas-edition-I0Nz?optimizer=image&quality=100,https://www.dufranewatches.com
Farer,Chronograph Sport,Manual,Bernina,Chronograph,No,https://www.extropian.co/watches/farer-chronograph-sport-manual-bernina,1955,,,Yes,300,No,-,316L Stainless Steel,316L Stainless Steel & Sapphire,41,13.5,12.9,44,Round,No,Brushed & Polished,No,White,-,Plain,Matte,Painted,Dauphine,No,-,-,No,Sellita SW510 BH Élaboré,Handwind,58,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Sapphire,Boxed Domed,Yes,No,Ceramic,316L Stainless Steel,Tachymeter,Fixed,-,No,Push / Pull,Chronograph,Leather,No,No,20,-,-,-,-,Quick Release Spring-bars,Pin Buckle,316L Stainless Steel,100,5,UK,Switzerland,-,UK,100,-,https://extropian.b-cdn.net/data/brand_images/Farer-Chronograph Sport-Manual-Bernina-a470?optimizer=image&quality=100,https://farer.com
Deep Blue,Juggernaut Diver 44mm,Swiss Automatic,Black Ceramic Bezel - Yellow Jasper - Steel Bracelet Dial,Diver,No,https://www.extropian.co/watches/deep-blue-juggernaut-diver-44mm-swiss-automatic-black-ceramic-bezel-yellow-jasper-steel-bracelet-dial,999.99,,,Yes,-,-,-,904L Stainless Steel,Sapphire,44,15,15,-,Cushion,No,No,No,Yellow,Enamel,Plain,-,Applied,Plongeur,No,No,No,No,Ronda R150,Automatic,40,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,Date,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,-,Yes,No,-,Ceramic,Dive Count-Up (60mn),Uni,120,Yes,Screwdown,No,316L Stainless Steel,No,No,22,-,Oyster Type,Pin and Collar,-,Screws,Pin Buckle,-,330,1,USA,-,-,USA,330,-,https://extropian.b-cdn.net/data/brand_images/deep-blue-swiss-automatic-juggernaut-diver-44mm-black-ceramic-bezel-yellow-jasper-steel-bracelet-dial-gwMT?optimizer=image&quality=100,https://deepbluewatches.com
Dan Henry,1970,Automatic Diver,Black (40mn),Diver,Super Compressor,https://www.extropian.co/watches/dan-henry-1970-automatic-diver-black-40mn,290,,,Yes,1970,No,-,316L Stainless Steel,316L Stainless Steel,40,14.8,-,45.7,Round,PVD,PVD,No,Black,-,Plain,Matte,Applied,-,No,-,-,No,Seiko NH35A,Automatic,41,21.600 / 3Hz / 6 Movements Per Second,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire Coated Mineral,Double Domed,-,-,No (Fixed),316L Stainless Steel,Fixed,Fixed,-,Dive 60mn,Screwdown,Internal Bezel,Rubber (Tropic),No,No,22,-,-,-,-,Quick Release Spring-bars,Pin Buckle,316L Stainless Steel,200,1,USA,-,-,USA,200,-,https://extropian.b-cdn.net/data/brand_images/Dan Henry-1970-Automatic Diver-Black (40mn)-cb28?optimizer=image&quality=100,https://danhenrywatches.com/?lang
Elka Watch Co,D07-0810,D,Burgundy,Dress,No,https://www.extropian.co/watches/elka-watch-co-d07-0810-d-burgundy,1625,,,Yes,-,No,2023-03-01,316L Stainless Steel,316L Stainless Steel,40.8,10.8,7.88,46.5,Round,No,Polished & Satin,No,Bordeaux,Brass,Plain,Sunburst,Applied,Baton,No,No,No,No,La Joux-Perret G100,Automatic,68,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,Date,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Boxed Double Domed,Yes,No,No (Fixed),No,Fixed,Fixed,-,No,Push / Pull,No,Leather,No,No,20,18,-,-,-,Quick Release Spring-bars,Pin Buckle,316L Stainless Steel,30,2,Switzerland,Switzerland,Switzerland,Switzerland,30,-,https://extropian.b-cdn.net/data/brand_images/elka-watch-co-d-d05-0804--copy-green-dial-gzMj?optimizer=image&quality=100,https://www.tiktok.com/@extropianwatches?_t=8fZBcyymPb7&_r=1
Carpenter,CUSTOM M11 BROOKLYN FIELD WATCH,All,-,-,-,https://www.extropian.co/watches/carpenter-custom-m11-brooklyn-field-watch-all,695,,,Out of Stock,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,-,-,-,null,-,-,-,-,-,-,Date,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://extropian.b-cdn.net/data/brand_images/Carpenter-CUSTOM M11 BROOKLYN FIELD WATCH-All---ztNc?optimizer=image&quality=100,https://carpenterwatches.com
Carpenter,M2B BROOKLYN FIELD,All,-,-,-,https://www.extropian.co/watches/carpenter-m2b-brooklyn-field-all,595,,,Out of Stock,250,-,-,316L Stainless Steel,Sapphire,-,-,-,-,-,-,-,-,Black,-,-,Matte,-,-,Yes,C3,-,-,MIYOTA 821A,Automatic,-,-,-,Yes,-,Date,-,-,-,-,-,-,-,-,-,-,-,-,-,Sapphire,Double Domed,-,-,-,-,-,-,-,-,-,-,Leather,-,-,-,-,-,-,-,-,-,-,50,-,-,-,-,-,50,-,https://extropian.b-cdn.net/data/brand_images/Carpenter-M2B BROOKLYN FIELD-All---wVqF?optimizer=image&quality=100,https://carpenterwatches.com
Dan Henry,1962,Racing Chronograph,Evil Panda,Rally Chronograph,No,https://www.extropian.co/watches/dan-henry-1962-racing-chronograph-evil-panda,270,,,Yes,1962,No,-,316L Stainless Steel,316L Stainless Steel,39,13.5,-,45.9,Round,No,-,No,Black,-,-,Matte,Applied,Dauphine,No,-,-,No,Seiko Meca-quartz VK63,Quartz,-,32MHz (Quartz),-,No,Flyback,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Mineral,Boxed Double Domed,-,-,No (Fixed),316L Stainless Steel,Tachymeter,Fixed,-,No,Push / Pull,Chronograph,Leather,Leather,No,20,16,-,-,-,Quick Release Spring-bars,Pin Buckle,316L Stainless Steel,50,1,USA,-,-,USA,50,-,https://extropian.b-cdn.net/data/brand_images/Dan Henry-1962-Racing Chronograph-Evil Panda-0b87?optimizer=image&quality=100,https://danhenrywatches.com/?lang
Elka Watch Co,D04-0807,D,Black Dial,Dress,No,https://www.extropian.co/watches/elka-watch-co-d04-0807-d-black-dial,1625,,,Yes,-,No,2022-11-15,316L Stainless Steel,316L Stainless Steel,40.8,10.8,7.88,46.5,Round,No,Polished & Satin,No,Black,Brass,Plain,Sunburst,Applied,Baton,No,No,No,Yes,La Joux-Perret G100,Automatic,68,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,Date,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Boxed Double Domed,Yes,No,No (Fixed),No,Fixed,Fixed,-,No,Push / Pull,No,Leather,No,No,20,18,-,-,-,Quick Release Spring-bars,Pin Buckle,316L Stainless Steel,30,2,Switzerland,Switzerland,Switzerland,Switzerland,30,-,https://extropian.b-cdn.net/data/brand_images/elka-watch-co-d-d04-0807-black-dial-YwNz?optimizer=image&quality=100,https://www.tiktok.com/@extropianwatches?_t=8fZBcyymPb7&_r=1
Deep Blue,Master 1000 II,Automatic Diver 44mm,Black ceramic bezel - Labradorite Phoenix stone dial,Diver,No,https://www.extropian.co/watches/deep-blue-master-1000-ii-automatic-diver-44mm-black-ceramic-bezel-labradorite-phoenix-stone-dial,299,,,Yes,-,-,-,316L Stainless Steel,316L Stainless Steel,44,15,15,-,Round,No,No,No,Blue,Labradorite,Plain,Labradorite,Applied,Plongeur,No,No,No,No,Seiko NH35A,Automatic,41,21.600 / 3Hz / 6 Movements Per Second,Yes,Yes,No,Date,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,-,Yes,No,Aluminum,No,Dive Count-Up (60mn),Uni,120,No,Screwdown,No,Rubber (Natural),No,No,22,-,-,-,-,Screws,-,-,330,1,USA,-,-,USA,330,-,https://extropian.b-cdn.net/data/brand_images/deep-blue-automatic-diver-44mm-master-1000-ii---copy-black-vintage-lume-ceramic-bezel-black-dial-QzOD?optimizer=image&quality=100,https://deepbluewatches.com
Elka Watch Co,X01-0901,X,"Black Dial ""old Radium SLN",Pilot,Field,https://www.extropian.co/watches/elka-watch-co-x01-0901-x-black-dial-old-radium-sln,1569,,,Yes,-,No,2022-11-01,316L Stainless Steel,316L Stainless Steel,40.8,10.8,7.88,46.5,Round,No,Polished & Satin,No,Black,Brass,Plain,Matte,Painted,Leaf,No,Old Radium (Vintage),No,Yes,La Joux-Perret G100,Automatic,68,18.800 / 2.5Hz / 5 Movements Per Second,Yes,Yes,No,Date,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Boxed Double Domed,Yes,No,No (Fixed),316L Stainless Steel,Fixed,Fixed,-,No,Push / Pull,No,Nylon (NATO Style),No,No,20,20,-,-,-,Spring-bars,Pin Buckle,316L Stainless Steel,30,2,Switzerland,Switzerland,Switzerland,Switzerland,30,-,https://extropian.b-cdn.net/data/brand_images/elka-watch-co-x-x01-0901-black-dial-old-radium-sln-IzMT?optimizer=image&quality=100,https://www.tiktok.com/@extropianwatches?_t=8fZBcyymPb7&_r=1
Farer,Field,II,Exmoor,Field,No,https://www.extropian.co/watches/farer-field-ii-exmoor,1095,,,Yes,100,No,2024-12-05,316L Stainless Steel,316L Stainless Steel,38,11.7,-,45,Round,No,Brushed & Polished,No,Green,-,Textured,Textured,Painted,Sword,No,-,No,Yes,Sellita SW221-1,Automatic,38,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,Date Pointer / Date Wheel,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Flat,Yes,No,No (Fixed),316L Stainless Steel,Fixed,Fixed,-,No,Screwdown,No,316L Stainless Steel,Sailcloth,No,20,-,Jubilee Style,Screws,-,Quick Release Spring-bars,Deployant Double Pushers Quick Adjust,316L Stainless Steel,150,5,UK,Switzerland,-,UK,150,-,https://extropian.b-cdn.net/data/brand_images/farer-ii-field--copy-pembroke-g0Mj?optimizer=image&quality=100,https://farer.com
